,EmployerName,MinPositionSalary,MaxPositionSalary,OvertimePay,LumpSumPay,OtherPay,EmployeesRetirementCostCovered,HealthDentalVision,PensionFormula,EmployerURL,EmployerCounty,TotalWages
5664,"State Polytech University, Pomona",22879.56,38749.56,0,0,2104,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,2104
47967,"State University, Humboldt",132,2880,0,0,202.5,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,202.5
39255,"State University, Fresno",28152,114780,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csufresno.edu/humres/,Fresno  ,9204.39
87125,"State University, San Bernardino",22879.56,38749.56,0,0,269.5,0,0,,http://hrd.csusb.edu/,San Bernardino,269.5
88063,"State University, San Diego",36120,63480,6.51,2989.38,650,0,1971.63,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,13465.99
104373,"State University, San Francisco",22879.56,38749.56,0,0,2522,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,2522
112387,"State University, San Jose",22879.56,38749.56,0,0,2599.5,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,2599.5
30402,"State University, East Bay",85188,150792,0,0,11201.27,0,23270.64,2.00% @ 55,http://www.csueastbay.edu/af/departments/hr/,Alameda,130668.67
117376,"State University, Sonoma",52464,125736,0,598.2,667.89,0,16963.74,2.00% @ 62,http://www.sonoma.edu/hr/,Sonoma,60781.45
10564,"State Polytech University, San Luis Obispo",67656,143952,0,0,0,0,52.29,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,53139.83
80051,"State University, Sacramento",59076,131088,0,0,4409.64,0,9329.16,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,61673.54
6622,"State Polytech University, San Luis Obispo",30024,108996,0,4227.64,25,0,9696.1,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,32757.99
52956,"State University, Long Beach",59076,131088,0,0,1300,0,23270.64,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,76500.41
118043,"State University, Sonoma",49512,66192,0,0,10827.89,0,14.94,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sonoma.edu/hr/,Sonoma,23739
93949,"State University, San Diego",22879.56,38749.56,0,0,3882.5,0,0,,http://bfa.sdsu.edu/hr/,San Diego,5688.75
80675,"State University, Sacramento",23664,37452,0,0,0,0,18194.4,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csus.edu/hr/,Sacramento,23563.96
106639,"State University, San Jose",59076,131088,0,0,5900.81,0,7338.36,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,27580.06
104738,"State University, San Francisco",28152,66204,0,0,0,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,3174
18757,"State University, Channel Islands",31200,53496,155.85,0,650,0,8564.64,2.00% @ 62,http://www.csuci.edu/hr/employment.htm,Ventura ,38221.85
68138,"State University, Northridge",37380,65700,0,0,659.3,0,9319.08,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,42593.22
67760,"State University, Northridge",46764,82152,0,0,650,0,22299.72,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,62342
4158,"State Polytech University, Pomona",42156,74076,87.66,418.73,1.62,0,0,2.00% @ 55,http://www.cpp.edu/~hr/index.shtml,Los Angeles,1360.01
45050,"State University, Fullerton",22879.56,38749.56,0,0,3907.65,0,0,,http://hr.fullerton.edu/,Orange,5130.85
111680,"State University, San Jose",22879.56,38749.56,0,0,769.5,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,769.5
76726,"State University, Sacramento",37380,65700,0,0,2996.16,0,17631.72,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,48443.27
74666,"State University, Northridge",22879.56,38749.56,0,0,1274,0,0,,http://www.csun.edu/hr,Los Angeles,1274
91288,"State University, San Diego",28079.4,41432.76,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1203.8
82039,"State University, Sacramento",22879.56,38749.56,0,0,3950.15,0,0,,http://www.csus.edu/hr/,Sacramento,4100.85
1291,"State Polytech University, Pomona",44712,157800,0,0,138,0,23270.64,2.00% @ 62,http://www.cpp.edu/~hr/index.shtml,Los Angeles,77087.96
120939,"State University, Stanislaus",37380,65700,0,0,0,0,2211.3,2.00% @ 62,http://www.csustan.edu/HR/index.html,Stanislaus,11133.18
101043,"State University, San Francisco",49512,66192,0,0,2854.2,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,17158.6
39341,"State University, Fullerton",39456,73944,0,0,567.14,0,22032.58,2.00% @ 55,http://hr.fullerton.edu/,Orange,63142.66
71160,"State University, Northridge",28079.4,41432.76,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,2576
10658,"State Polytech University, San Luis Obispo",85188,150792,0,0,0,0,3614.64,2.00% @ 55,http://www.afd.calpoly.edu/hr/,San Luis Obispo,100933
119528,"State University, Sonoma",22879.56,38749.56,0,0,2395.45,0,0,,http://www.sonoma.edu/hr/,Sonoma,2395.45
24042,"State University, Chico",22879.56,38749.56,0,0,4496.88,0,0,,http://www.csuchico.edu/hr/,Butte,4876.38
79686,"State University, Sacramento",49512,66192,0,0,1884.8,0,440.62,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csus.edu/hr/,Sacramento,14425
114229,"State University, San Marcos",14496,38028,0,0,28115,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csusm.edu/HR/,San Diego,28115
46143,"State University, Fullerton",22879.56,38749.56,0,0,126.5,0,0,,http://hr.fullerton.edu/,Orange,126.5
72520,"State University, Northridge",59076,131088,0,0,0,0,0,,http://www.csun.edu/hr,Los Angeles,13188
12829,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,4482.2,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,4482.2
55327,"State University, Long Beach",59076,131088,0,0,22881,0,8823.33,2.00% @ 55,http://daf.csulb.edu/offices/bhr/,Los Angeles,52996.74
23705,"State University, Chico",22879.56,38749.56,0,0,4932.95,0,0,,http://www.csuchico.edu/hr/,Butte,5556.95
13489,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,3901.2,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,3901.2
110341,"State University, San Jose",22879.56,38749.56,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,3807
100064,"State University, San Francisco",85188,150792,0,0,1000,0,23270.64,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,106022.92
72892,"State University, Northridge",52464,125736,513.83,0,661,0,9237.72,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,79477.11
56471,"State University, Long Beach",22879.56,38749.56,0,0,0,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,9327.85
103140,"State University, San Francisco",22879.56,38749.56,0,0,247.5,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,247.5
74356,"State University, Northridge",22879.56,38749.56,0,0,578.4,0,0,,http://www.csun.edu/hr,Los Angeles,578.4
54535,"State University, Long Beach",49512,66192,0,0,64417.05,0,89.64,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,89873.25
54302,"State University, Long Beach",28079.4,41432.76,0,0,0,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,780
15846,"State University, Bakersfield",28079.4,41432.76,0,0,0,0,0,,http://www.csub.edu/BAS/hr/,Kern,2470
72254,"State University, Northridge",59076,131088,0,0,500,0,89.64,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,38559.13
88148,"State University, San Diego",46764,82152,0,0,1820.75,0,20313.72,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,52449.67
106611,"State University, San Jose",59076,131088,0,0,9777.24,0,12832.2,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,87995.16
96458,"State University, San Diego",22879.56,38749.56,0,0,236.5,0,0,,http://bfa.sdsu.edu/hr/,San Diego,236.5
121666,"State University, Stanislaus",85188,150792,0,0,0,0,0,,http://www.csustan.edu/HR/index.html,Stanislaus,42140.79
110311,"State University, San Jose",22879.56,38749.56,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,3375
56235,"State University, Long Beach",33480,58824,5370.09,0,1817.81,0,23270.64,2.00% @ 55,http://daf.csulb.edu/offices/bhr/,Los Angeles,46596.81
25859,"State University, Chico",28152,66204,0,0,3354,0,0,,http://www.csuchico.edu/hr/,Butte,10062
123491,"State University, Stanislaus",54648,77856,0,0,-99.19,0,1773.47,2.00% @ 60,http://www.csustan.edu/HR/index.html,Stanislaus,2737.17
74976,"State University, Northridge",22879.56,38749.56,0,0,551.25,0,0,,http://www.csun.edu/hr,Los Angeles,551.25
38218,"State University, Fresno",22879.56,38749.56,0,0,2714,0,0,,http://www.csufresno.edu/humres/,Fresno  ,2714
43414,"State University, Fullerton",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,2419.6
27717,"State University, Dominguez Hills",49512,66192,0,0,2923.07,0,4667.01,Part-Time Seasonal and Temporary (PST) Retirement Plan,https://www.csudh.edu/hr/,Los Angeles,15146.82
13633,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,884,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,884
395,Chancellor's Office,60864,213120,0,3940,330,0,7765.9,2.00% @ 55,http://www.calstate.edu/HRS/,Los Angeles,110288
3372,"State Polytech University, Pomona",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.cpp.edu/~hr/index.shtml,Los Angeles,8413.87
40355,"State University, Fullerton",22879.56,38749.56,0,0,2398,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,4845.5
9218,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,325
77688,"State University, Sacramento",31200,48888,67.5,0,1208.33,0,9703.57,2.00% @ 62,http://www.csus.edu/hr/,Sacramento,14692.55
72163,"State University, Northridge",59076,131088,0,0,6152.4,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,18572.2
40894,"State University, Fullerton",26928,38172,0,0,2272.4,0,0,,http://hr.fullerton.edu/,Orange,3110.15
105913,"State University, San Jose",49848,70800,312.2,0,1023.79,0,23270.64,2.00% @ 55,http://www2.sjsu.edu/hr/,Santa Clara,63698.51
105698,"State University, San Jose",74988,140976,0,0,1250,0,23270.64,2.00% @ 55,http://www2.sjsu.edu/hr/,Santa Clara,108835.32
95863,"State University, San Diego",45972,65364,0,0,1023.79,0,7886.52,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,50080.53
3988,"State Polytech University, Pomona",59076,131088,0,0,4113.6,0,6287.28,2.00% @ 60,http://www.cpp.edu/~hr/index.shtml,Los Angeles,42651.2
38290,"State University, Fresno",22879.56,38749.56,0,0,396,0,0,,http://www.csufresno.edu/humres/,Fresno  ,396
21640,"State University, Chico",26928,38172,0,0,0,0,0,,http://www.csuchico.edu/hr/,Butte,1361.9
56276,"State University, Long Beach",38688,67980,0,0,0.68,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://daf.csulb.edu/offices/bhr/,Los Angeles,171.2
35785,"State University, Fresno",49512,66192,0,0,31470,0,23270.64,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,93403.72
55530,"State University, Long Beach",59076,131088,0,0,3199.8,0,1107.72,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,37405.78
38334,"State University, Fresno",22879.56,38749.56,0,0,3974,0,0,,http://www.csufresno.edu/humres/,Fresno  ,3974
18559,"State University, CA Maritime Academy",22879.56,38749.56,0,0,828.3,0,0,,http://www.csum.edu/web/faculty-and-staff/hr,Solano,828.3
74223,"State University, Northridge",22879.56,38749.56,0,0,1490.5,0,0,,http://www.csun.edu/hr,Los Angeles,1490.5
101262,"State University, San Francisco",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,8611.2
112744,"State University, San Jose",28152,66204,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,11224.17
71766,"State University, Northridge",49512,66192,0,0,1594.4,0,14.94,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,9566.4
102507,"State University, San Francisco",22879.56,38749.56,0,0,0,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,1852.2
68996,"State University, Northridge",49284,86568,0,0,951.44,0,9716.28,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,82423.44
114874,"State University, San Marcos",49512,66192,0,0,850.8,0,9084.24,2.00% @ 62,http://www.csusm.edu/HR/,San Diego,33354.67
12399,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,339.9,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,339.9
65736,"State University, Monterey Bay",56472,75924,0,0,0,0,89.64,2.00% @ 60,https://csumb.edu/hr,Monterey ,27361.5
99141,"State University, San Francisco",26928,38172,0,0,0,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,771.61
74541,"State University, Northridge",22879.56,38749.56,0,0,979,0,0,,http://www.csun.edu/hr,Los Angeles,979
72298,"State University, Northridge",59076,131088,0,0,40160,0,1769.64,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,78782.6
34260,"State University, Fresno",31200,48888,0,373.75,2033.2,0,7438.86,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,11062.11
74985,"State University, Northridge",22879.56,38749.56,0,0,2843.75,0,0,,http://www.csun.edu/hr,Los Angeles,2843.75
22899,"State University, Chico",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuchico.edu/hr/,Butte,2391.6
42234,"State University, Fullerton",28079.4,41432.76,0,0,0,0,0,,http://hr.fullerton.edu/,Orange,2118.2
54555,"State University, Long Beach",49512,66192,0,125,4775.31,0,1769.64,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,58260.99
102135,"State University, San Francisco",41868,73548,0,0,650,0,9135.6,2.00% @ 62,http://www.sfsu.edu/~hrwww/,San Francisco,52650.68
37626,"State University, Fresno",22879.56,38749.56,0,0,8912.25,0,0,,http://www.csufresno.edu/humres/,Fresno  ,11040.75
41449,"State University, Fullerton",67656,143952,0,0,14380.22,0,22015.08,2.00% @ 62,http://hr.fullerton.edu/,Orange,93215.94
8925,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,750.1
19100,"State University, Channel Islands",35880,62964,0,0,0,0,0,2.00% @ 62,http://www.csuci.edu/hr/employment.htm,Ventura ,1435.5
1559,"State Polytech University, Pomona",22879.56,38749.56,0,0,1098.9,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.cpp.edu/~hr/index.shtml,Los Angeles,1940.4
74932,"State University, Northridge",22879.56,38749.56,0,0,110,0,0,,http://www.csun.edu/hr,Los Angeles,2032.2
84207,"State University, San Bernardino",31200,48888,1887.76,0,526.1,0,15521.23,2.00% @ 62,http://hrd.csusb.edu/,San Bernardino,23336.79
49858,"State University, Humboldt",22879.56,38749.56,0,0,100.1,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,100.1
114563,"State University, San Marcos",49512,66192,0,0,500,0,23270.64,2.00% @ 55,http://www.csusm.edu/HR/,San Diego,41978.96
101369,"State University, San Francisco",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,7258.8
74549,"State University, Northridge",22879.56,38749.56,0,0,110.25,0,0,,http://www.csun.edu/hr,Los Angeles,110.25
121107,"State University, Stanislaus",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csustan.edu/HR/index.html,Stanislaus,1681.9
60121,"State University, Los Angeles",37380,65700,0,0,650,0,17631.72,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,46669.48
121361,"State University, Stanislaus",28080,52920,0,0,0,0,0,,http://www.csustan.edu/HR/index.html,Stanislaus,2061.37
107299,"State University, San Jose",28079.4,41432.76,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www2.sjsu.edu/hr/,Santa Clara,4568.15
12620,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,350,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,350
6665,"State Polytech University, San Luis Obispo",30024,108996,0,5621.2,193.5,0,7134.75,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,60522.79
8046,"State Polytech University, San Luis Obispo",67656,143952,0,0,3500,0,23270.64,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,128994.96
97563,"State University, San Francisco",46764,82152,0,0,5652,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,35462.86
88564,"State University, San Diego",37380,65700,0,96.61,0,0,0,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,220.7
45278,"State University, Fullerton",22879.56,38749.56,0,0,6081.4,0,0,,http://hr.fullerton.edu/,Orange,8978.28
5494,"State Polytech University, Pomona",22879.56,38749.56,0,0,463,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,463
112818,"State University, San Jose",28152,66204,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,9382.79
65006,"State University, Los Angeles",22879.56,38749.56,0,0,715,0,0,,http://www.calstatela.edu/hrm,Los Angeles,715
110195,"State University, San Jose",22879.56,38749.56,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,2040
83606,"State University, San Bernardino",31200,53496,0,0,716,0,1670.15,2.00% @ 62,http://hrd.csusb.edu/,San Bernardino,33116.51
24724,"State University, Chico",22879.56,38749.56,0,0,1949.71,0,0,,http://www.csuchico.edu/hr/,Butte,1949.71
37224,"State University, Fresno",22879.56,38749.56,0,0,1265,0,0,,http://www.csufresno.edu/humres/,Fresno  ,7347.25
74680,"State University, Northridge",22879.56,38749.56,0,0,13048,0,0,,http://www.csun.edu/hr,Los Angeles,17976
19766,"State University, Channel Islands",59076,131088,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuci.edu/hr/employment.htm,Ventura ,7655.72
96252,"State University, San Diego",22879.56,38749.56,0,0,4238.3,0,0,,http://bfa.sdsu.edu/hr/,San Diego,4238.3
92222,"State University, San Diego",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://bfa.sdsu.edu/hr/,San Diego,4811.2
24222,"State University, Chico",22879.56,38749.56,0,0,8455.8,0,0,,http://www.csuchico.edu/hr/,Butte,11536.76
46380,"State University, Fullerton",62340,88932,0,0,1023.79,0,9237.72,2.00% @ 55,http://hr.fullerton.edu/,Orange,69596.79
61467,"State University, Los Angeles",85188,150792,0,0,33464.7,0,23270.64,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,155112.7
30976,"State University, East Bay",49512,66192,0,0,4357.43,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csueastbay.edu/af/departments/hr/,Alameda,22943.05
50321,"State University, Humboldt",45972,65364,0,0,1023.79,0,17631.72,2.00% @ 60,http://www.humboldt.edu/hsuhr/,Humboldt,48079.35
89688,"State University, San Diego",28080,52920,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,5001.84
25060,"State University, Chico",22879.56,38749.56,0,0,1665.4,0,0,,http://www.csuchico.edu/hr/,Butte,1665.4
21334,"State University, Chico",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuchico.edu/hr/,Butte,225.72
40526,"State University, Fullerton",22879.56,291194.4,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,2099.5
38463,"State University, Fresno",22879.56,38749.56,0,0,1447.3,0,0,,http://www.csufresno.edu/humres/,Fresno  ,1447.3
20590,"State University, Channel Islands",22879.56,38749.56,0,0,3234,0,0,,http://www.csuci.edu/hr/employment.htm,Ventura ,3234
8490,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,403
48291,"State University, Humboldt",49512,66192,0,0,2191.84,0,59.76,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.humboldt.edu/hsuhr/,Humboldt,19196.45
69667,"State University, Northridge",59076,131088,0,0,0,0,23270.64,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,78032.04
76908,"State University, Sacramento",44712,157800,0,0,762,0,17631.72,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,93922.88
81634,"State University, Sacramento",22879.56,38749.56,0,0,718.2,0,0,,http://www.csus.edu/hr/,Sacramento,718.2
18209,"State University, CA Maritime Academy",23587.2,324000,0,0,6400,0,0,,http://www.csum.edu/web/faculty-and-staff/hr,Solano,6400
40679,"State University, Fullerton",31200,48888,0,0,5399.6,0,9237.72,2.00% @ 55,http://hr.fullerton.edu/,Orange,38749.68
1909,"State Polytech University, Pomona",29976,42336,0,0,0,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,3621.34
30297,"State University, East Bay",67656,143952,0,0,4045,0,23270.64,2.00% @ 55,http://www.csueastbay.edu/af/departments/hr/,Alameda,101078.89
41975,"State University, Fullerton",85188,150792,0,0,0,0,0,,http://hr.fullerton.edu/,Orange,58440.86
10931,"State Polytech University, San Luis Obispo",42180,74076,0,0,5452.37,0,22710.84,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,56221.35
13080,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,2166,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,2166
23215,"State University, Chico",59076,131088,0,0,2079.8,0,0,,http://www.csuchico.edu/hr/,Butte,3982.6
20991,"State University, Chico",34152,59976,71.23,0,650,0,9090.12,2.00% @ 62,http://www.csuchico.edu/hr/,Butte,39569.77
96415,"State University, San Diego",22879.56,38749.56,0,0,1243,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1243
59914,"State University, Los Angeles",31200,44604,0,0,650,0,9133.65,2.00% @ 62,http://www.calstatela.edu/hrm,Los Angeles,32755.67
100233,"State University, San Francisco",132,2880,0,0,2700,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,2700
7215,"State Polytech University, San Luis Obispo",31200,48888,22.87,0,127.68,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.afd.calpoly.edu/hr/,San Luis Obispo,2757.8
39512,"State University, Fullerton",56316,98904,0,0,650,0,9405.65,2.00% @ 62,http://hr.fullerton.edu/,Orange,72072.08
25131,"State University, Chico",22879.56,38749.56,0,0,3548.5,0,0,,http://www.csuchico.edu/hr/,Butte,3548.5
55212,"State University, Long Beach",59076,131088,0,0,9126.08,0,89.64,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://daf.csulb.edu/offices/bhr/,Los Angeles,51958.58
23994,"State University, Chico",22879.56,38749.56,0,0,668.5,0,0,,http://www.csuchico.edu/hr/,Butte,4172
25455,"State University, Chico",22879.56,38749.56,0,0,2120.08,0,0,,http://www.csuchico.edu/hr/,Butte,2120.08
23554,"State University, Chico",31236,54888,0,0,650,0,16978.68,2.00% @ 62,http://www.csuchico.edu/hr/,Butte,31781.42
99143,"State University, San Francisco",26928,38172,0,0,0,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,611.46
47829,"State University, Humboldt",85188,150792,0,0,0,0,9319.08,2.00% @ 55,http://www.humboldt.edu/hsuhr/,Humboldt,107855.36
114368,"State University, San Marcos",28079.4,41432.76,0,0,0,0,0,,http://www.csusm.edu/HR/,San Diego,35.1
11278,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,3150,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,3878
68766,"State University, Northridge",33480,58824,0,564.1,160.59,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,5768.94
89870,"State University, San Diego",28080,52920,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1515.82
82979,"State University, Sacramento",22879.56,38749.56,0,0,6852.75,0,0,,http://www.csus.edu/hr/,Sacramento,10567.75
46452,"State University, Fullerton",22879.56,38749.56,0,0,443.3,0,0,,http://hr.fullerton.edu/,Orange,443.3
57965,"State University, Long Beach",22879.56,38749.56,0,0,245.3,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,245.3
28654,"State University, Dominguez Hills",22879.56,38749.56,0,0,3630.4,0,0,,https://www.csudh.edu/hr/,Los Angeles,3630.4
9805,"State Polytech University, San Luis Obispo",44976,78984,0,0,584.07,0,22015.08,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,60700.84
35899,"State University, Fresno",49512,66192,0,0,10973.4,0,23270.64,2.00% @ 55,http://www.csufresno.edu/humres/,Fresno  ,66795.84
41504,"State University, Fullerton",67656,143952,0,0,5015.39,0,8608.56,2.00% @ 55,http://hr.fullerton.edu/,Orange,90165.87
54767,"State University, Long Beach",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://daf.csulb.edu/offices/bhr/,Los Angeles,7174.8
16162,"State University, Bakersfield",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csub.edu/BAS/hr/,Kern,12042
103155,"State University, San Francisco",22879.56,38749.56,0,0,840,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,840
88506,"State University, San Diego",37380,65700,0,0,650,0,17631.72,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,45019.8
119141,"State University, Sonoma",22879.56,38749.56,0,0,275.63,0,0,,http://www.sonoma.edu/hr/,Sonoma,275.63
47178,"State University, Humboldt",34152,59976,0,0,0,0,2172.48,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.humboldt.edu/hsuhr/,Humboldt,9782.18
89929,"State University, San Diego",28080,52920,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,903.8
101200,"State University, San Francisco",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,3145.48
84190,"State University, San Bernardino",31200,48888,0,0,1369.74,0,17631.72,2.00% @ 55,http://hrd.csusb.edu/,San Bernardino,38576.7
81384,"State University, Sacramento",22879.56,38749.56,0,0,1557.61,0,0,,http://www.csus.edu/hr/,Sacramento,2115.74
42426,"State University, Fullerton",28079.4,41432.76,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,546
63096,"State University, Los Angeles",59076,131088,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.calstatela.edu/hrm,Los Angeles,8596
116426,"State University, San Marcos",31872,55992,0,0,693.48,0,21569.28,2.00% @ 55,http://www.csusm.edu/HR/,San Diego,44251.76
81049,"State University, Sacramento",22879.56,38749.56,0,0,0,0,0,,http://www.csus.edu/hr/,Sacramento,1375.25
104064,"State University, San Francisco",22879.56,38749.56,0,0,11300,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,16674
21660,"State University, Chico",85188,115416,0,0,0,0,23270.64,2.00% @ 55,http://www.csuchico.edu/hr/,Butte,88124.06
