,EmployerName,MinPositionSalary,MaxPositionSalary,OvertimePay,LumpSumPay,OtherPay,EmployeesRetirementCostCovered,HealthDentalVision,PensionFormula,EmployerURL,EmployerCounty,TotalWages
89259,"State University, San Diego",22879.56,291194.4,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://bfa.sdsu.edu/hr/,San Diego,1614
82407,"State University, Sacramento",22879.56,38749.56,0,0,596.85,0,0,,http://www.csus.edu/hr/,Sacramento,596.85
103432,"State University, San Francisco",22879.56,38749.56,0,0,1040.13,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,1040.13
34291,"State University, Fresno",31200,48888,0,0,5399.6,0,9319.08,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,37752.64
27651,"State University, Dominguez Hills",49512,66192,0,0,2697,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,https://www.csudh.edu/hr/,Los Angeles,21728.98
69894,"State University, Northridge",85188,150792,0,0,2000,0,17631.72,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,95325.48
22586,"State University, Chico",28079.4,41432.76,0,0,0,0,0,,http://www.csuchico.edu/hr/,Butte,604.5
103623,"State University, San Francisco",22879.56,38749.56,0,0,178.5,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,178.5
64510,"State University, Los Angeles",22879.56,38749.56,0,0,1435.5,0,0,,http://www.calstatela.edu/hrm,Los Angeles,1435.5
24429,"State University, Chico",22879.56,38749.56,0,0,3551.78,0,0,,http://www.csuchico.edu/hr/,Butte,3551.78
87653,"State University, San Bernardino",54648,77856,0,0,-216.46,0,4228.53,2.00% @ 62,http://hrd.csusb.edu/,San Bernardino,10392.37
34030,"State University, Fresno",41640,77832,0,0,0,0,1539.62,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,11400
108314,"State University, San Jose",49512,66192,0,0,1444.84,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www2.sjsu.edu/hr/,Santa Clara,7649.6
13073,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,462,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,462
22526,"State University, Chico",28079.4,41432.76,0,0,0,0,0,,http://www.csuchico.edu/hr/,Butte,165.1
76181,"State University, Northridge",28152,66204,0,0,1080,0,0,,http://www.csun.edu/hr,Los Angeles,10940.4
123631,"State University, Stanislaus",22879.56,38749.56,0,0,6322.75,0,0,,http://www.csustan.edu/HR/index.html,Stanislaus,6322.75
91611,"State University, San Diego",28079.4,41432.76,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1040
123496,"State University, Stanislaus",62340,88932,0,0,1023.79,0,9329.16,2.00% @ 55,http://www.csustan.edu/HR/index.html,Stanislaus,64713.99
36910,"State University, Fresno",122700,212556,0,0,0,0,23270.64,2.00% @ 60,http://www.csufresno.edu/humres/,Fresno  ,87369.24
30199,"State University, East Bay",59076,131088,0,0,1981.67,0,19513.71,2.00% @ 55,http://www.csueastbay.edu/af/departments/hr/,Alameda,79847.32
50378,"State University, Humboldt",22879.56,38749.56,0,0,7090.75,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,9590.45
10712,"State Polytech University, San Luis Obispo",52464,125736,0,0,650,0,9084.24,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,73111
49909,"State University, Humboldt",22879.56,38749.56,0,0,276.1,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,276.1
75653,"State University, Northridge",22879.56,38749.56,0,0,1904,0,0,,http://www.csun.edu/hr,Los Angeles,1904
33635,"State University, Fresno",46764,82152,0,1841.73,650,0,8554.8,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,26279.44
68907,"State University, Northridge",31200,48888,0,8.28,1021.2,0,14.94,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,3319.62
31116,"State University, East Bay",49512,66192,0,0,1062.93,0,29.88,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csueastbay.edu/af/departments/hr/,Alameda,6377.59
25957,"State University, Dominguez Hills",46764,82152,0,0,650,0,9319.08,2.00% @ 55,https://www.csudh.edu/hr/,Los Angeles,67206.32
94760,"State University, San Diego",22879.56,38749.56,0,0,3349.5,0,0,,http://bfa.sdsu.edu/hr/,San Diego,3349.5
67690,"State University, Northridge",39456,73944,0,0,650,0,8998.68,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,48456
84008,"State University, San Bernardino",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hrd.csusb.edu/,San Bernardino,2826
102027,"State University, San Francisco",40452,75792,0,0,650,0,9237.72,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,54481.68
83206,"State University, Sacramento",22879.56,38749.56,0,0,8060,0,0,,http://www.csus.edu/hr/,Sacramento,8060
105878,"State University, San Jose",50796,114168,0,0,0,0,23270.64,2.00% @ 55,http://www2.sjsu.edu/hr/,Santa Clara,65297.04
56899,"State University, Long Beach",22879.56,38749.56,0,0,3919.5,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,4465.5
7070,"State Polytech University, San Luis Obispo",56472,75924,0,0,392.38,0,15467.11,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,36226.46
110672,"State University, San Jose",22879.56,38749.56,0,0,2016,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,3157
49031,"State University, Humboldt",22879.56,38749.56,0,0,2382.52,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,2684.78
74506,"State University, Northridge",22879.56,38749.56,0,0,781.25,0,0,,http://www.csun.edu/hr,Los Angeles,781.25
40187,"State University, Fullerton",41640,77832,0,0,1040,0,9237.72,2.00% @ 62,http://hr.fullerton.edu/,Orange,54376
112896,"State University, San Jose",28152,66204,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,1872
113287,"State University, San Marcos",31200,53496,0,6.68,0,0,0,2.00% @ 62,http://www.csusm.edu/HR/,San Diego,115.77
59898,"State University, Los Angeles",56316,98904,0,0,650,0,22015.08,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,61703
11585,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,575,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,1442.5
26763,"State University, Dominguez Hills",85188,150792,0,0,34427,0,17631.72,2.00% @ 55,https://www.csudh.edu/hr/,Los Angeles,132589.92
84907,"State University, San Bernardino",85188,150792,0,0,0,0,9237.72,2.00% @ 55,http://hrd.csusb.edu/,San Bernardino,109819
117891,"State University, Sonoma",28079.4,41432.76,0,0,0,0,0,,http://www.sonoma.edu/hr/,Sonoma,1808.3
20774,"State University, Chico",38064,66864,0,0,13.12,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuchico.edu/hr/,Butte,380.05
50493,"State University, Humboldt",22879.56,38749.56,0,0,2996.24,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,2996.24
4133,"State Polytech University, Pomona",41868,73548,0,0,325,0,9319.08,2.00% @ 62,http://www.cpp.edu/~hr/index.shtml,Los Angeles,24270
39825,"State University, Fullerton",37380,65700,0,12.69,0,0,0,2.00% @ 62,http://hr.fullerton.edu/,Orange,277.69
72545,"State University, Northridge",59076,131088,0,0,1753.4,0,1018.08,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,13753.48
74575,"State University, Northridge",22879.56,38749.56,0,0,1152.8,0,0,,http://www.csun.edu/hr,Los Angeles,1152.8
21335,"State University, Chico",22879.56,38749.56,0,0,2737.6,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuchico.edu/hr/,Butte,4396.4
32329,"State University, East Bay",22879.56,38749.56,0,0,16.5,0,0,,http://www.csueastbay.edu/af/departments/hr/,Alameda,16.5
65198,"State University, Los Angeles",28152,66204,0,0,0,0,0,,http://www.calstatela.edu/hrm,Los Angeles,1422.23
10088,"State Polytech University, San Luis Obispo",49512,66192,0,0,411.9,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.afd.calpoly.edu/hr/,San Luis Obispo,7021.5
109108,"State University, San Jose",59076,131088,0,0,4149.2,0,14.94,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www2.sjsu.edu/hr/,Santa Clara,12448.4
42791,"State University, Fullerton",49512,66192,0,0,8778.37,0,19981.27,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,37241.19
27529,"State University, Dominguez Hills",49512,66192,0,0,13371,0,830.79,2.00% @ 62,https://www.csudh.edu/hr/,Los Angeles,49417
23137,"State University, Chico",59076,131088,0,0,0,0,9319.08,2.00% @ 55,http://www.csuchico.edu/hr/,Butte,78901.98
36333,"State University, Fresno",49512,66192,0,0,0,0,280,2.00% @ 60,http://www.csufresno.edu/humres/,Fresno  ,15962
113772,"State University, San Marcos",28080,52920,0,0,0,0,0,,http://www.csusm.edu/HR/,San Diego,1182.37
59805,"State University, Los Angeles",39456,73944,870.81,0,1573,0,9237.72,2.00% @ 62,http://www.calstatela.edu/hrm,Los Angeles,53176.85
74398,"State University, Northridge",22879.56,38749.56,0,0,1087.5,0,0,,http://www.csun.edu/hr,Los Angeles,1087.5
97216,"State University, San Diego",33336,83460,0,0,-41.43,0,19213.16,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,30659.16
8887,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,75.4
5299,"State Polytech University, Pomona",22879.56,38749.56,0,0,3494.03,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,3494.03
81995,"State University, Sacramento",22879.56,38749.56,0,0,1293.5,0,0,,http://www.csus.edu/hr/,Sacramento,1293.5
114152,"State University, San Marcos",85188,150792,0,0,0,0,9319.08,2.00% @ 55,http://www.csusm.edu/HR/,San Diego,102871.32
7836,"State Polytech University, San Luis Obispo",59076,131088,0,0,5000,0,23270.64,2.00% @ 62,http://www.afd.calpoly.edu/hr/,San Luis Obispo,88453.84
53890,"State University, Long Beach",28079.4,41432.76,0,0,0,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,615
23245,"State University, Chico",59076,131088,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuchico.edu/hr/,Butte,1902.78
34978,"State University, Fresno",85188,150792,0,0,0,0,17109.6,2.00% @ 55,http://www.csufresno.edu/humres/,Fresno  ,121584.34
85437,"State University, San Bernardino",32760,106584,0,0,6.75,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hrd.csusb.edu/,San Bernardino,2644.84
70142,"State University, Northridge",85188,150792,0,0,0,0,9319.08,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,108347.32
63057,"State University, Los Angeles",59076,131088,0,0,976.6,0,2165.16,2.00% @ 62,http://www.calstatela.edu/hrm,Los Angeles,39714.06
88125,"State University, San Diego",39456,73944,0,0,650,0,8595.72,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,58319
71290,"State University, Northridge",49512,66192,0,0,11078.21,0,10114,2.00% @ 62,http://www.csun.edu/hr,Los Angeles,38275.18
115726,"State University, San Marcos",22879.56,38749.56,0,0,3120.2,0,0,,http://www.csusm.edu/HR/,San Diego,3120.2
94353,"State University, San Diego",22879.56,38749.56,0,0,198,0,0,,http://bfa.sdsu.edu/hr/,San Diego,198
71600,"State University, Northridge",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csun.edu/hr,Los Angeles,11211.8
19004,"State University, Channel Islands",22879.56,291194.4,16.5,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csuci.edu/hr/employment.htm,Ventura ,3888.5
66538,"State University, Monterey Bay",59076,131088,0,0,358.67,0,17631.72,2.00% @ 55,https://csumb.edu/hr,Monterey ,26119.37
90642,"State University, San Diego",85188,150792,0,0,19322,0,9237.72,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,135276.16
108698,"State University, San Jose",49512,66192,0,0,0,0,9329.16,2.00% @ 55,http://www2.sjsu.edu/hr/,Santa Clara,40244.16
62443,"State University, Los Angeles",49512,66192,0,0,2620.8,0,1499.78,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.calstatela.edu/hrm,Los Angeles,15724.8
101745,"State University, San Francisco",59076,131088,0,0,28.27,0,1450,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,13432.01
100220,"State University, San Francisco",132,2880,0,0,900,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,900
49122,"State University, Humboldt",22879.56,38749.56,0,0,5170.38,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,8720.88
63874,"State University, Los Angeles",22879.56,38749.56,0,0,5144.01,0,0,,http://www.calstatela.edu/hrm,Los Angeles,5719.01
18484,"State University, CA Maritime Academy",22879.56,38749.56,0,0,277.2,0,0,,http://www.csum.edu/web/faculty-and-staff/hr,Solano,277.2
14432,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,768,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,768
33776,"State University, Fresno",34152,59976,0,0,650,0,8803.54,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,36888.52
99750,"State University, San Francisco",67656,143952,0,0,100,0,17631.72,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,106182.24
118735,"State University, Sonoma",22879.56,38749.56,0,0,1433.65,0,0,,http://www.sonoma.edu/hr/,Sonoma,1906.15
33184,"State University, East Bay",22879.56,38749.56,0,0,852.5,0,0,,http://www.csueastbay.edu/af/departments/hr/,Alameda,852.5
10010,"State Polytech University, San Luis Obispo",49512,66192,0,0,4794.91,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.afd.calpoly.edu/hr/,San Luis Obispo,17231.16
90495,"State University, San Diego",67656,143952,0,0,0,0,23270.64,2.00% @ 55,http://bfa.sdsu.edu/hr/,San Diego,86505.04
28929,"State University, Dominguez Hills",22879.56,38749.56,0,0,528,0,0,,https://www.csudh.edu/hr/,Los Angeles,528
4486,"State Polytech University, Pomona",22879.56,38749.56,0,0,4909.35,0,0,,http://www.cpp.edu/~hr/index.shtml,Los Angeles,5877.35
100067,"State University, San Francisco",85188,150792,0,0,4000,0,23270.64,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,103258.64
59361,"State University, Long Beach",22879.56,38749.56,0,0,1592.3,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,1592.3
57665,"State University, Long Beach",22879.56,38749.56,0,0,7334.25,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,10576.08
94768,"State University, San Diego",22879.56,38749.56,0,0,4628.3,0,0,,http://bfa.sdsu.edu/hr/,San Diego,4628.3
99472,"State University, San Francisco",85188,150792,0,5650.75,0,0,16162.41,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,132644.96
49937,"State University, Humboldt",22879.56,38749.56,0,0,516,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,516
120581,"State University, Sonoma",22879.56,38749.56,0,0,1132.75,0,0,,http://www.sonoma.edu/hr/,Sonoma,1132.75
24462,"State University, Chico",22879.56,38749.56,0,0,1466,0,0,,http://www.csuchico.edu/hr/,Butte,1466
40428,"State University, Fullerton",22879.56,38749.56,0,0,2794,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://hr.fullerton.edu/,Orange,4136
38031,"State University, Fresno",22879.56,38749.56,0,0,435.5,0,0,,http://www.csufresno.edu/humres/,Fresno  ,435.5
76919,"State University, Sacramento",44712,157800,0,0,258,0,23270.64,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,86028.86
110352,"State University, San Jose",22879.56,38749.56,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,2538
9259,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,306.8
11398,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,55,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,961.1
83464,"State University, San Bernardino",46764,82152,0,0,172.81,0,899.76,2.00% @ 62,http://hrd.csusb.edu/,San Bernardino,34968.28
39587,"State University, Fullerton",31200,53496,0,0,650,0,23270.64,2.00% @ 55,http://hr.fullerton.edu/,Orange,34839.8
89226,"State University, San Diego",66408,85752,6481.54,0,2735.6,0,17751.72,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,77631.02
96858,"State University, San Diego",28152,66204,0,0,0,0,9134.04,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,16050
10049,"State Polytech University, San Luis Obispo",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.afd.calpoly.edu/hr/,San Luis Obispo,13949.97
33600,"State University, Fresno",46764,82152,0,0,650,0,23270.64,2.00% @ 55,http://www.csufresno.edu/humres/,Fresno  ,58591.92
104835,"State University, San Francisco",28152,66204,0,0,0,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,1929.6
26447,"State University, Dominguez Hills",31200,48888,1819.29,0,1839.89,0,1769.64,2.00% @ 55,https://www.csudh.edu/hr/,Los Angeles,45207.46
36606,"State University, Fresno",59076,131088,0,0,0,0,23270.64,2.00% @ 55,http://www.csufresno.edu/humres/,Fresno  ,63375
81873,"State University, Sacramento",22879.56,38749.56,0,0,4877.6,0,0,,http://www.csus.edu/hr/,Sacramento,4877.6
46317,"State University, Fullerton",54648,77856,0,0,1023.79,0,9237.72,2.00% @ 60,http://hr.fullerton.edu/,Orange,56378.79
108454,"State University, San Jose",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www2.sjsu.edu/hr/,Santa Clara,3850.13
100461,"State University, San Francisco",28079.4,41432.76,0,0,0,0,0,,http://www.sfsu.edu/~hrwww/,San Francisco,540
69928,"State University, Northridge",85188,150792,0,0,2500,0,9797.64,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,107140.32
11497,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,2558,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,4547
33571,"State University, Fresno",39456,73944,0,1536.84,650,0,7338.36,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,13634.17
34775,"State University, Fresno",59076,131088,0,0,2087,0,23270.64,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,67797.4
8935,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.afd.calpoly.edu/hr/,San Luis Obispo,372
42564,"State University, Fullerton",28079.4,41432.76,0,0,0,0,0,,http://hr.fullerton.edu/,Orange,806
10606,"State Polytech University, San Luis Obispo",67656,143952,0,0,0,0,23270.64,2.00% @ 55,http://www.afd.calpoly.edu/hr/,San Luis Obispo,81627.16
94294,"State University, San Diego",22879.56,38749.56,0,0,5637.5,0,0,,http://bfa.sdsu.edu/hr/,San Diego,12677.5
73402,"State University, Northridge",22879.56,38749.56,0,0,4794.9,0,0,,http://www.csun.edu/hr,Los Angeles,6054.4
9133,"State Polytech University, San Luis Obispo",28079.4,41432.76,0,0,0,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,1398.8
37605,"State University, Fresno",22879.56,38749.56,0,0,8272,0,0,,http://www.csufresno.edu/humres/,Fresno  ,11026.4
114963,"State University, San Marcos",59076,131088,0,0,16201.6,0,21569.28,2.00% @ 62,http://www.csusm.edu/HR/,San Diego,48514.56
95264,"State University, San Diego",22879.56,38749.56,0,0,1332,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1332
56568,"State University, Long Beach",22879.56,38749.56,0,0,0,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,35.2
34320,"State University, Fresno",85188,162768,0,0,19572.6,0,9329.16,2.00% @ 55,http://www.csufresno.edu/humres/,Fresno  ,123733.08
68397,"State University, Northridge",60864,213120,0,0,138,0,9237.72,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,173957
123289,"State University, Stanislaus",22879.56,38749.56,0,0,6443,0,0,,http://www.csustan.edu/HR/index.html,Stanislaus,6443
33510,"State University, Fresno",49932,93552,0,3234.44,325,0,3882.95,2.00% @ 60,http://www.csufresno.edu/humres/,Fresno  ,15622.94
258,Chancellor's Office,44712,157800,0,0,258,0,9237.72,2.00% @ 55,http://www.calstate.edu/HRS/,Los Angeles,91367.04
97875,"State University, San Francisco",34152,59976,0,0,0,0,1448.32,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.sfsu.edu/~hrwww/,San Francisco,18351.33
37259,"State University, Fresno",22879.56,38749.56,0,0,6431.75,0,0,,http://www.csufresno.edu/humres/,Fresno  ,7839.75
51303,"State University, Long Beach",37380,65700,583.99,0,650,0,9237.72,2.00% @ 62,http://daf.csulb.edu/offices/bhr/,Los Angeles,38347.54
76560,"State University, Sacramento",31200,53496,0,0,1837.05,0,8126.22,2.00% @ 62,http://www.csus.edu/hr/,Sacramento,31715.78
77955,"State University, Sacramento",52464,125736,0,0,650,0,23270.64,2.00% @ 55,http://www.csus.edu/hr/,Sacramento,88436
50372,"State University, Humboldt",59076,110088,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.humboldt.edu/hsuhr/,Humboldt,1917.39
76925,"State University, Sacramento",44712,157800,0,15172.5,50,0,18925.7,2.00% @ 62,http://www.csus.edu/hr/,Sacramento,93762.5
18817,"State University, Channel Islands",37380,65700,0,0,650,0,19058.66,2.00% @ 62,http://www.csuci.edu/hr/employment.htm,Ventura ,42186.09
82935,"State University, Sacramento",22879.56,38749.56,0,0,225,0,0,,http://www.csus.edu/hr/,Sacramento,225
11753,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,55,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,2671.35
34585,"State University, Fresno",59076,131088,0,0,0,0,17631.72,2.00% @ 62,http://www.csufresno.edu/humres/,Fresno  ,74695.32
112680,"State University, San Jose",22879.56,38749.56,0,0,6023.75,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,6023.75
63945,"State University, Los Angeles",22879.56,38749.56,0,0,8530.5,0,0,,http://www.calstatela.edu/hrm,Los Angeles,11957.5
93836,"State University, San Diego",22879.56,38749.56,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,2923.8
51771,"State University, Long Beach",22879.56,291194.4,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://daf.csulb.edu/offices/bhr/,Los Angeles,4452.4
40140,"State University, Fullerton",60864,213120,0,0,60,0,9329.16,2.00% @ 55,http://hr.fullerton.edu/,Orange,100711.02
61785,"State University, Los Angeles",28079.4,41432.76,0,0,0,0,0,,http://www.calstatela.edu/hrm,Los Angeles,1415.7
19890,"State University, Channel Islands",50988,64128,191.6,0,145.13,0,19671.36,2.00% @ 55,http://www.csuci.edu/hr/employment.htm,Ventura ,50399.89
123420,"State University, Stanislaus",22879.56,38749.56,0,0,2587.6,0,0,,http://www.csustan.edu/HR/index.html,Stanislaus,2587.6
49980,"State University, Humboldt",22879.56,38749.56,0,0,927,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,927
57187,"State University, Long Beach",22879.56,38749.56,0,0,2403.5,0,0,,http://daf.csulb.edu/offices/bhr/,Los Angeles,2403.5
112062,"State University, San Jose",22879.56,38749.56,0,0,22.4,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,22.4
82260,"State University, Sacramento",22879.56,38749.56,0,0,6564.8,0,0,,http://www.csus.edu/hr/,Sacramento,10942.8
91917,"State University, San Diego",28079.4,41432.76,0,0,0,0,0,,http://bfa.sdsu.edu/hr/,San Diego,1105
17201,"State University, Bakersfield",22879.56,38749.56,0,0,687.5,0,0,,http://www.csub.edu/BAS/hr/,Kern,687.5
51488,"State University, Long Beach",44712,157800,0,0,6440.04,0,9329.16,2.00% @ 55,http://daf.csulb.edu/offices/bhr/,Los Angeles,114278.24
114653,"State University, San Marcos",49512,66192,0,0,4071.78,0,17631.72,2.00% @ 55,http://www.csusm.edu/HR/,San Diego,53457.59
110416,"State University, San Jose",22879.56,38749.56,0,0,0,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,4673
120435,"State University, Sonoma",54648,77856,0,12025.85,1083.47,0,9122.19,2.00% @ 55,http://www.sonoma.edu/hr/,Sonoma,68614.04
92139,"State University, San Diego",49512,66192,0,0,3770.37,0,16100.52,2.00% @ 62,http://bfa.sdsu.edu/hr/,San Diego,52943.85
97525,"State University, San Francisco",39456,73944,0,0,650,0,9237.72,2.00% @ 55,http://www.sfsu.edu/~hrwww/,San Francisco,62335.72
85122,"State University, San Bernardino",28079.4,41432.76,0,0,0,0,0,,http://hrd.csusb.edu/,San Bernardino,1519.7
47490,"State University, Humboldt",85188,162768,0,0,7253.2,0,23270.64,2.00% @ 55,http://www.humboldt.edu/hsuhr/,Humboldt,95786.1
36130,"State University, Fresno",49512,66192,0,0,0,0,89.64,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csufresno.edu/humres/,Fresno  ,25758.36
105281,"State University, San Jose",34152,59976,0,1563.38,650,0,2999.56,2.00% @ 62,http://www2.sjsu.edu/hr/,Santa Clara,16352.38
13077,"State Polytech University, San Luis Obispo",22879.56,38749.56,0,0,2029.11,0,0,,http://www.afd.calpoly.edu/hr/,San Luis Obispo,2029.11
87729,"State University, San Bernardino",22879.56,38749.56,0,0,5896.75,0,0,,http://hrd.csusb.edu/,San Bernardino,8454.25
111272,"State University, San Jose",22879.56,38749.56,0,0,1674,0,0,,http://www2.sjsu.edu/hr/,Santa Clara,1674
1873,"State Polytech University, Pomona",56124,70536,8881.47,0,250,0,23510.64,2.00% @ 55,http://www.cpp.edu/~hr/index.shtml,Los Angeles,61926.19
47518,"State University, Humboldt",62484,79848,1149.03,0,446.5,0,23510.64,2.00% @ 60,http://www.humboldt.edu/hsuhr/,Humboldt,60690.45
116853,"State University, Sonoma",92088,292068,0,0,138,0,19041.45,2.00% @ 55,http://www.sonoma.edu/hr/,Sonoma,183352.59
48137,"State University, Humboldt",28079.4,41432.76,0,0,0,0,0,,http://www.humboldt.edu/hsuhr/,Humboldt,3585
74527,"State University, Northridge",22879.56,38749.56,0,0,38.5,0,0,,http://www.csun.edu/hr,Los Angeles,38.5
48412,"State University, Humboldt",49512,66192,0,0,0,0,17631.72,2.00% @ 62,http://www.humboldt.edu/hsuhr/,Humboldt,34567.17
92318,"State University, San Diego",49512,66192,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://bfa.sdsu.edu/hr/,San Diego,4811.2
62064,"State University, Los Angeles",49512,66192,0,0,8613.92,0,8542.49,2.00% @ 55,http://www.calstatela.edu/hrm,Los Angeles,54794.75
75419,"State University, Northridge",50148,71304,0,0,0,0,3990.15,2.00% @ 55,http://www.csun.edu/hr,Los Angeles,15544.35
40781,"State University, Fullerton",42048,59172,0,0,0,0,9869.32,2.00% @ 62,http://hr.fullerton.edu/,Orange,32091.35
3653,"State Polytech University, Pomona",59076,131088,0,0,6812,0,23270.64,2.00% @ 62,http://www.cpp.edu/~hr/index.shtml,Los Angeles,64043.32
25721,"State University, Chico",22879.56,38749.56,0,0,4955.14,0,0,,http://www.csuchico.edu/hr/,Butte,5239.77
29697,"State University, East Bay",22879.56,38749.56,0,0,0,0,0,Part-Time Seasonal and Temporary (PST) Retirement Plan,http://www.csueastbay.edu/af/departments/hr/,Alameda,6408
